timestamp,experiment_id,experiment_type,temperature_c,oxygen_percent,humidity_percent,radiation_level,nutrient_level,ph_level,pressure_kpa,cell_growth_rate,viability_score,contamination_score,mission_outcome
13-02-2026 09:30,BIO-2595,Protein Synthesis,34.94,19.54,68.92,3.727,66.15,6.8,102.85,2.3,32.11,25.74,Failure
13-02-2026 10:00,BIO-2596,Protein Synthesis,36.86,20.43,66.24,0.552,77.13,7.26,102.18,2.02,68.18,17.61,Failure
13-02-2026 10:30,BIO-2597,Radiation Biology,34.76,21.56,83.91,0.892,90.1,7.62,102.74,1.18,58.33,15.97,Failure
13-02-2026 11:00,BIO-2598,Protein Synthesis,38.04,18.55,40.55,0.624,102.65,6.86,99.98,3.95,83.35,7.09,Success
13-02-2026 11:30,BIO-2599,Protein Synthesis,39.02,25.3,55.94,0.289,79.61,7.33,95.1,3.18,77.85,12.95,Success
13-02-2026 12:00,BIO-2600,Tissue Engineering,35.61,23.42,49.52,1.087,33.88,7.5,105.34,0.75,50.86,16.32,Failure
13-02-2026 12:30,BIO-2601,Drug Discovery,39.29,13.9,62.24,0.768,81.83,7.47,99.63,3.11,83.71,13.54,Success
13-02-2026 13:00,BIO-2602,Drug Discovery,33.92,20.49,44.6,0.424,70.82,7.79,99.41,1.78,62.95,14.73,Failure
13-02-2026 13:30,BIO-2603,Protein Synthesis,38.48,21.6,57.83,3.395,62.87,7.35,105.83,3.45,61.75,31.59,Failure
13-02-2026 14:00,BIO-2604,Stem Cell Research,37.77,19.35,59.61,0.836,81.32,8.25,105.52,1.93,64,18.94,Failure
13-02-2026 14:30,BIO-2605,Radiation Biology,39.2,14.1,66.05,0.624,53.86,7.32,94.83,0.88,59.4,14.97,Failure
13-02-2026 15:00,BIO-2606,Radiation Biology,37.75,17.19,61.15,0.563,,7.53,105.03,3.94,78.43,11.5,Success
13-02-2026 15:30,BIO-2607,Tissue Engineering,34.18,20.58,47.48,0.525,67.73,7.45,95.07,0.2,62.53,18.45,Failure
13-02-2026 16:00,BIO-2608,Radiation Biology,34.36,27.39,59.63,0.726,76.43,7.1,97.22,2.02,81.8,10.82,Success
13-02-2026 16:30,BIO-2609,Drug Discovery,37.12,23.92,65.67,0.44,82.21,7.05,97.45,3.86,72.61,19.08,Success
13-02-2026 17:00,BIO-2610,Radiation Biology,33.33,24.62,45.27,0.488,52.22,7.62,103.8,2.72,65.11,15.36,Failure
13-02-2026 17:30,BIO-2611,Radiation Biology,38.29,12.47,48.7,1.01,99.5,7.07,104.67,4.42,80.06,15.05,Success
13-02-2026 18:00,BIO-2612,Protein Synthesis,42.36,21.56,84.96,0.453,59.14,7.16,94.27,2.25,74.59,22.09,Failure
13-02-2026 18:30,BIO-2613,Protein Synthesis,37.98,26.8,75.29,0.316,90.52,6.78,99.68,2.49,75.44,16.59,Success
13-02-2026 19:00,BIO-2614,Tissue Engineering,37.85,16.95,57.16,0.237,66.14,7.56,94.41,1.52,69.7,16.53,Failure
13-02-2026 19:30,BIO-2615,Tissue Engineering,36.64,22.38,83.55,3.093,84.33,7.15,91.85,3.89,42.48,47.89,Failure
13-02-2026 20:00,BIO-2616,Protein Synthesis,33.89,20.64,52.38,2.726,66.1,7.39,104.7,2.71,55.28,39.68,Failure
13-02-2026 20:30,BIO-2617,Protein Synthesis,40.27,24.64,71.93,0.585,95.72,6.64,90.54,3.72,70.6,22.17,Failure
13-02-2026 21:00,BIO-2618,Protein Synthesis,36.85,21.41,47.21,1.124,100.89,7.46,99.02,4.06,87.02,11.76,Success
13-02-2026 21:30,BIO-2619,Protein Synthesis,38.93,21.36,62.58,4.073,47.12,6.99,101.28,1.72,38.75,32.87,Failure
13-02-2026 22:00,BIO-2620,Protein Synthesis,39.24,18.52,67.39,2.658,110.77,7.37,100.8,5.62,50.24,33.02,Failure
13-02-2026 22:30,BIO-2621,Drug Discovery,42.12,16.79,57.49,-0.167,73.86,7.07,105.37,2.65,85.27,17.84,Success
13-02-2026 23:00,BIO-2622,Tissue Engineering,36.45,21.51,46.28,0.559,65.65,7.54,107.48,2.34,69.43,3.82,Failure
13-02-2026 23:30,BIO-2623,Tissue Engineering,33.37,15.4,61.17,0.588,75.39,7.15,104.21,2.87,82.45,19.1,Success
14-02-2026 00:00,BIO-2624,Tissue Engineering,39.32,18.36,59.05,0.716,83.9,7.4,101.62,2.38,83.76,7.97,Success
14-02-2026 00:30,BIO-2625,Stem Cell Research,34.45,20.36,50.2,0.565,59.15,7.08,97.24,1.88,76.42,10.22,Success
14-02-2026 01:00,BIO-2626,Stem Cell Research,35.68,15.03,53.27,0.83,72.71,6.98,101.05,3.42,70.2,12.77,Success
14-02-2026 01:30,BIO-2627,Protein Synthesis,37.49,26.24,62.37,3.902,78.85,7.07,107.75,2.25,40.24,43.88,Failure
14-02-2026 02:00,BIO-2628,Protein Synthesis,35.4,22.57,66.2,0.414,83.64,7.23,100.39,2.69,72.22,11.29,Success
14-02-2026 02:30,BIO-2629,Tissue Engineering,39.1,16.97,58.92,0.812,66.74,7.64,102.83,1.55,65.28,16.89,Failure
14-02-2026 03:00,BIO-2630,Stem Cell Research,37.5,27.56,69.23,0.457,89.65,7.5,93.04,4.6,87.26,11.46,Success
14-02-2026 03:30,BIO-2631,Radiation Biology,36.1,18.67,62.92,0.911,64.96,7.37,106.42,1.92,62.42,16.94,Failure
14-02-2026 04:00,BIO-2632,Protein Synthesis,38.85,24.07,67,0.795,75.04,7.43,93.24,3.22,77.89,22.29,Failure
14-02-2026 04:30,BIO-2633,Drug Discovery,40.4,20.98,60.13,1.019,63.98,7.3,100.22,2.39,76.25,22.31,Failure
14-02-2026 05:00,BIO-2634,Drug Discovery,32.52,26.67,55.71,0.356,73.79,7.89,91.22,1.39,65.53,15.08,Failure
14-02-2026 05:30,BIO-2635,Tissue Engineering,40.94,13.72,57.04,3.552,73.7,7.59,104.19,1.79,27.96,32.38,Failure
14-02-2026 06:00,BIO-2636,Drug Discovery,37.12,24.11,74.48,0.837,60.5,7.34,100.26,2.12,80.76,16.78,Success
14-02-2026 06:30,BIO-2637,Stem Cell Research,37.72,16.92,53.19,0.548,66.49,7.42,107.45,3.44,84.23,13.96,Success
14-02-2026 07:00,BIO-2638,Radiation Biology,31.12,26.01,73.31,0.57,78.12,7.23,99.07,3.78,76.83,28.05,Failure
14-02-2026 07:30,BIO-2639,Drug Discovery,38.99,21.21,63.6,4.678,81.04,7.16,86.36,2.92,40.02,42.98,Failure
14-02-2026 08:00,BIO-2640,Tissue Engineering,37.2,21.26,32.61,0.55,82.97,6.61,107.54,3.75,85.89,4.81,Success
14-02-2026 08:30,BIO-2641,Radiation Biology,35.03,21.86,61.74,0.672,79.11,7.28,108.52,3.29,70.67,16.91,Success
14-02-2026 09:00,BIO-2642,Stem Cell Research,38.67,27.12,83.08,0.967,112.42,7.25,109.21,5.09,76.61,18.46,Success
14-02-2026 09:30,BIO-2643,Tissue Engineering,37.97,18.3,59.65,1.242,114.1,7.53,105.49,4.7,79.92,14.45,Success
14-02-2026 10:00,BIO-2644,Drug Discovery,36.78,18.77,49.13,0.215,88.41,7.54,100.2,3.08,81.47,0,Success
14-02-2026 10:30,BIO-2645,Protein Synthesis,35.98,18.28,66.53,0.691,83.88,7.16,102.42,3.56,90.19,20.66,Success
14-02-2026 11:00,BIO-2646,Protein Synthesis,37.67,14.93,71.88,0.086,75.99,7.4,101.47,3.41,75.83,15.49,Success
14-02-2026 11:30,BIO-2647,Protein Synthesis,36.12,28.48,63.66,4.149,57.7,6.93,107.4,1.63,26.47,44.09,Failure
14-02-2026 12:00,BIO-2648,Stem Cell Research,37.55,21.95,65.82,0.385,77.4,7.26,98.88,3.76,75.51,16.83,Success
14-02-2026 12:30,BIO-2649,Protein Synthesis,35.91,18.9,61.46,0.456,78.09,7.28,96.41,2.84,80.63,14.37,Success
14-02-2026 13:00,BIO-2650,Protein Synthesis,37.47,21.28,59.76,0.163,100.41,7.03,102.13,2.89,72.52,9.8,Success
14-02-2026 13:30,BIO-2651,Protein Synthesis,38.51,27.99,63.22,0.24,72.69,7.24,98.88,3.82,87.82,12.71,Success
14-02-2026 14:00,BIO-2652,Protein Synthesis,33.83,18.35,41.7,0.748,62.92,6.96,99.52,1.83,70.61,17.5,Success
14-02-2026 14:30,BIO-2653,Radiation Biology,36.09,21.83,52.49,0.602,82.29,7.51,108.24,4.08,74.11,9.23,Success
14-02-2026 15:00,BIO-2654,Tissue Engineering,40.65,23.78,68.23,0.737,97.04,6.7,97.45,2.37,57.34,21.63,Failure
14-02-2026 15:30,BIO-2655,Radiation Biology,40.28,21.38,55.5,0.71,84.44,7.43,97.35,3.04,74.69,19.92,Success
14-02-2026 16:00,BIO-2656,Stem Cell Research,36.13,21.94,47.9,3.472,103.79,7.45,96.1,4.06,49.66,35.69,Failure
14-02-2026 16:30,BIO-2657,Stem Cell Research,35.7,26.66,47.23,0.734,90.82,7.32,102.44,2.66,68.35,11.91,Failure
14-02-2026 17:00,BIO-2658,Stem Cell Research,37.18,22.27,57.21,0.807,63.32,7.28,99.96,2.88,71.82,9.34,Success
14-02-2026 17:30,BIO-2659,Stem Cell Research,32.84,23.7,43.48,0.777,66.86,7.4,103.45,1.91,69.62,18.59,Failure
14-02-2026 18:00,BIO-2660,Stem Cell Research,40.25,19.82,58.23,0.871,67.05,7.22,105.5,2.38,84.15,19.69,Success
14-02-2026 18:30,BIO-2661,Stem Cell Research,38.45,17.36,61.31,0.754,47.85,6.91,100.26,1.27,61.16,25.66,Failure
14-02-2026 19:00,BIO-2662,Radiation Biology,34.93,18.54,58.36,0.19,59.04,7.69,108.43,2.48,76.24,11.87,Success
14-02-2026 19:30,BIO-2663,Protein Synthesis,36.83,14.87,,0.438,66.68,7.09,102.2,2.47,70.92,17.7,Success
14-02-2026 20:00,BIO-2664,Radiation Biology,39.83,16.7,61.1,0.689,101.36,6.96,102.09,4.29,69.55,14.63,Failure
14-02-2026 20:30,BIO-2665,Stem Cell Research,35.72,19.73,46.66,0.513,87.09,7.55,96.52,2.87,64.72,11.09,Failure
14-02-2026 21:00,BIO-2666,Drug Discovery,37.24,20.08,,0.468,66.4,7.08,98.84,2.32,77.75,12.92,Success
14-02-2026 21:30,BIO-2667,Tissue Engineering,33.77,15.31,58.09,1.371,60.16,7.28,98.82,1.13,69.64,23.04,Failure
14-02-2026 22:00,BIO-2668,Radiation Biology,37.99,20.23,59.98,0.804,50.53,7.22,98,2.22,68.78,16.18,Failure
14-02-2026 22:30,BIO-2669,Radiation Biology,38.37,18.99,45.84,0.914,78.81,7.51,96.4,3.1,59.46,11.19,Failure
14-02-2026 23:00,BIO-2670,Stem Cell Research,37.22,16.69,54.28,0.583,85.22,7.85,95.55,3.96,83.12,12.62,Success
14-02-2026 23:30,BIO-2671,Radiation Biology,37.11,23.81,58.29,1.026,93.93,7.03,100.57,4.34,77.48,19.46,Success
15-02-2026 00:00,BIO-2672,Drug Discovery,36.8,21.01,62.3,0.558,105.05,7.26,99.88,2.6,61.84,11.55,Failure
15-02-2026 00:30,BIO-2673,Radiation Biology,37.19,23.44,60.6,0.729,84.03,7.58,103.02,4.72,79.93,20.23,Success
15-02-2026 01:00,BIO-2674,Stem Cell Research,39.24,19.85,56.62,4.416,96.37,6.75,97.47,4.97,61.07,44.31,Failure
15-02-2026 01:30,BIO-2675,Radiation Biology,40.44,20.53,56.72,0.598,78.14,7.18,99.29,3,66.98,17.08,Failure
15-02-2026 02:00,BIO-2676,Protein Synthesis,34.14,24.7,72.12,0.676,88.56,7.23,105.28,3.36,66.84,12.1,Failure
15-02-2026 02:30,BIO-2677,Tissue Engineering,33.26,30.21,57.39,3.44,74.54,7.5,105.74,2.03,63.92,31.52,Failure
15-02-2026 03:00,BIO-2678,Radiation Biology,36.66,18.13,62.97,0.799,60.83,7.23,101.79,3.28,81.45,10.79,Success
15-02-2026 03:30,BIO-2679,Protein Synthesis,37.57,21.94,64.16,0.618,79.27,7.41,107.1,3.79,85.01,9.43,Success
15-02-2026 04:00,BIO-2680,Stem Cell Research,38.46,21.23,38.68,0.586,61.48,7.56,99.89,0.82,59.59,12.04,Failure
15-02-2026 04:30,BIO-2681,Radiation Biology,36.27,23.45,62.66,0.339,67.88,7.44,103.35,3.22,78.61,16.5,Success
15-02-2026 05:00,BIO-2682,Radiation Biology,36.23,20.8,74.77,0.733,70.91,7.23,108.59,2.14,67.85,16.88,Failure
15-02-2026 05:30,BIO-2683,Tissue Engineering,37.24,18.87,51.15,0.642,54.23,7.37,107.38,3.88,73.36,8.35,Success
15-02-2026 06:00,BIO-2684,Drug Discovery,41.51,27.67,53.57,1.033,71.34,6.86,92.03,2.54,56.22,24.43,Failure
15-02-2026 06:30,BIO-2685,Drug Discovery,35.98,22.46,69.46,0.776,78.52,7.62,102.94,1.33,55.66,15.01,Failure
15-02-2026 07:00,BIO-2686,Stem Cell Research,40.27,18.21,51.47,3.508,106.81,7.29,94.79,4.25,51.9,56.77,Failure
15-02-2026 07:30,BIO-2687,Radiation Biology,32.44,23.56,75.06,0.411,88.05,7.16,97.63,2.62,78.4,20.94,Success
15-02-2026 08:00,BIO-2688,Radiation Biology,35.98,22.47,69.69,4.381,86.43,7.39,108.39,4.13,49.41,42.95,Failure
15-02-2026 08:30,BIO-2689,Tissue Engineering,39.2,17.14,62.44,0.488,88.58,7.47,102.44,3.16,69.64,19.54,Failure
15-02-2026 09:00,BIO-2690,Stem Cell Research,35.34,23.16,59.39,0.082,92.24,7.29,103.22,3.31,79.29,10.76,Success
15-02-2026 09:30,BIO-2691,Drug Discovery,38.25,26.81,49.25,1.049,87.87,7.81,99.57,4.24,66.8,14.99,Failure
15-02-2026 10:00,BIO-2692,Drug Discovery,38.92,17.22,43.78,4.165,103.84,7.33,105.73,3.92,43.81,30.1,Failure
15-02-2026 10:30,BIO-2693,Protein Synthesis,34.81,24.72,62.8,4.165,92.79,6.96,100.65,2.55,38.03,36.69,Failure
15-02-2026 11:00,BIO-2694,Tissue Engineering,34.41,23.02,53.76,0.361,76.43,8,98.48,2.66,66.11,14.24,Failure
15-02-2026 11:30,BIO-2695,Stem Cell Research,39.58,15.72,74.94,1.952,88.46,7.54,106.44,3.29,57.59,44.37,Failure
15-02-2026 12:00,BIO-2696,Radiation Biology,33.35,23.71,39.97,0.46,107.22,6.74,103.1,4.58,71.6,13.02,Success
15-02-2026 12:30,BIO-2697,Stem Cell Research,35.78,18.22,58.69,0.596,61.16,6.81,106.8,2.93,70.67,10.97,Success
15-02-2026 13:00,BIO-2698,Stem Cell Research,35.04,24.16,70.45,0.999,94.74,7.19,103.15,4.41,84.61,20.68,Success
15-02-2026 13:30,BIO-2699,Stem Cell Research,32.24,15.29,59.64,0.265,89.69,6.86,82.74,4.28,76.17,10.67,Success
15-02-2026 14:00,BIO-2700,Protein Synthesis,33.37,21,53.99,0.738,105.81,7.27,97.44,4.79,83.23,26.21,Failure
15-02-2026 14:30,BIO-2701,Tissue Engineering,33.35,18.5,48.03,0.599,85.58,6.79,99.43,3.74,70.42,16.63,Success
15-02-2026 15:00,BIO-2702,Tissue Engineering,38.52,24.36,53.39,0.35,76.09,7.45,113.84,3.1,87.16,18.07,Success
15-02-2026 15:30,BIO-2703,Radiation Biology,38.84,26.39,59.67,0.892,72.18,7.18,107.12,2.67,83,21.49,Success
15-02-2026 16:00,BIO-2704,Tissue Engineering,38.31,15.98,57.61,0.825,80.85,7.57,101.9,2.13,56.53,18.28,Failure
15-02-2026 16:30,BIO-2705,Protein Synthesis,37.86,23.59,48.45,0.677,62.19,7.5,105.07,3.01,72.83,14.17,Success
15-02-2026 17:00,BIO-2706,Drug Discovery,37.9,23.79,66.46,4.718,71.34,7.02,104.92,2.74,36.42,52.02,Failure
15-02-2026 17:30,BIO-2707,Tissue Engineering,37.11,25.24,52.39,3.851,61.45,7.02,109.03,3.54,57.36,29.27,Failure
15-02-2026 18:00,BIO-2708,Protein Synthesis,38.07,18.05,59.3,0.775,82.14,6.97,99.88,2.54,63.94,11.93,Failure
15-02-2026 18:30,BIO-2709,Radiation Biology,36.74,26.19,53.73,3.406,104.74,6.76,102.23,3.67,49.31,17.33,Failure
15-02-2026 19:00,BIO-2710,Tissue Engineering,35.82,15.97,56.85,1.153,89.9,7.84,104.3,4.17,69.09,20.86,Failure
15-02-2026 19:30,BIO-2711,Stem Cell Research,35.72,27.97,62.72,3.065,79.8,7.14,103.59,2.73,42.51,32.59,Failure
15-02-2026 20:00,BIO-2712,Radiation Biology,37.68,,57.72,0.636,79.9,7.42,96.7,3.56,80.32,3.2,Success
15-02-2026 20:30,BIO-2713,Tissue Engineering,32.81,17.46,62.61,0.639,68.11,7.42,99.16,2.2,56.87,20.85,Failure
15-02-2026 21:00,BIO-2714,Radiation Biology,32.27,18.7,48.57,3.076,97.22,7.08,95.61,2.6,64.67,42.44,Failure
15-02-2026 21:30,BIO-2715,Drug Discovery,36.89,14.52,53.95,0.245,76.36,7.29,107.42,4.53,92.44,6.9,Success
15-02-2026 22:00,BIO-2716,Tissue Engineering,37.14,30.49,71.64,0.528,56.47,7.51,102.05,2.51,73.97,12.68,Success
15-02-2026 22:30,BIO-2717,Drug Discovery,37.57,18.63,63.2,0.053,115.09,7.3,101.8,4.12,94.98,13.48,Success
15-02-2026 23:00,BIO-2718,Drug Discovery,35.31,24.03,55.62,0.773,97.5,7.33,100.43,3.46,72.97,13.83,Success
15-02-2026 23:30,BIO-2719,Radiation Biology,38.52,19.92,45.56,0.456,68.24,7.04,90.19,2.28,75.57,5.51,Success
16-02-2026 00:00,BIO-2720,Drug Discovery,41.42,17.33,62,0.067,71.14,7.12,97.48,3.95,93.43,19.26,Success
16-02-2026 00:30,BIO-2721,Stem Cell Research,40.87,22.51,59.97,1.013,57.19,7.38,98.38,1.69,64.84,18.5,Failure
16-02-2026 01:00,BIO-2722,Stem Cell Research,37.07,18.34,63.27,0.556,75.46,7.4,92.61,2.76,75.43,13.66,Success
16-02-2026 01:30,BIO-2723,Stem Cell Research,36.56,24.64,53.23,1.126,37.63,6.88,101.34,1.21,61.59,15.14,Failure
16-02-2026 02:00,BIO-2724,Stem Cell Research,38.27,21.01,72.26,0.377,64.49,7.08,90.98,2.93,65.2,14.9,Failure
16-02-2026 02:30,BIO-2725,Tissue Engineering,42.2,14.43,65.38,1.007,85.69,7.46,97.36,1.69,69.86,24.07,Failure
16-02-2026 03:00,BIO-2726,Tissue Engineering,36.57,13.49,55.11,0.709,66.04,7.85,97.14,2.76,66.4,4.2,Failure
16-02-2026 03:30,BIO-2727,Protein Synthesis,38.33,21.13,56,0.803,90.18,6.75,101.15,2.43,55.17,14.29,Failure
16-02-2026 04:00,BIO-2728,Tissue Engineering,34.89,21.96,70.49,4.188,66.86,7.27,106.32,1.09,20.27,33.27,Failure
16-02-2026 04:30,BIO-2729,Tissue Engineering,37.11,18.75,46.25,0.77,80.26,7.39,90.39,1.91,67.84,9.61,Failure
16-02-2026 05:00,BIO-2730,Protein Synthesis,38.43,13.62,32.89,3.698,78.14,7.02,104.3,2.72,41.03,17.32,Failure
16-02-2026 05:30,BIO-2731,Tissue Engineering,37.91,28.74,69.67,3.501,89.74,7.52,101.85,2.8,52.01,40.97,Failure
16-02-2026 06:00,BIO-2732,Protein Synthesis,38.07,17.5,64.51,0.949,80.87,7.21,99.74,4.33,74.83,16.58,Success
16-02-2026 06:30,BIO-2733,Radiation Biology,40.32,20.46,47.75,0.578,64.99,7.68,99.29,2.34,60.29,9.11,Failure
16-02-2026 07:00,BIO-2734,Radiation Biology,32.32,20.45,49.2,4.964,66.96,7.41,98.65,2.29,47.9,37.16,Failure
16-02-2026 07:30,BIO-2735,Drug Discovery,39.48,18.79,55.81,0.558,74.59,7.24,92.17,0.89,55.92,15.77,Failure
16-02-2026 08:00,BIO-2736,Stem Cell Research,33.91,24.51,60.74,4.356,105.47,6.78,98.67,3.96,35.99,38.91,Failure
16-02-2026 08:30,BIO-2737,Radiation Biology,35.2,30.31,83.9,0.743,63.87,7.26,108.98,1.68,80.57,21.63,Success
16-02-2026 09:00,BIO-2738,Radiation Biology,39.24,19.76,72.16,0.656,77.19,7.2,105.63,1.18,67.75,21.05,Failure
16-02-2026 09:30,BIO-2739,Drug Discovery,38.51,17.75,69.59,0.61,61.17,7.27,100.65,2.78,66.41,13.71,Failure
16-02-2026 10:00,BIO-2740,Stem Cell Research,36.18,29.74,74.17,0.512,61.75,7.36,105,2.52,82.14,14.04,Success
16-02-2026 10:30,BIO-2741,Radiation Biology,37.76,22.6,79.44,0.897,74.33,7.36,102.03,2.77,71.94,16.47,Success
16-02-2026 11:00,BIO-2742,Tissue Engineering,34.68,26.33,71.91,0.104,103.4,7.07,94.13,2.85,80.3,1.63,Success
16-02-2026 11:30,BIO-2743,Tissue Engineering,35.86,16.62,41.8,0.479,83.37,7.94,97.06,3.18,63.07,12.7,Failure
16-02-2026 12:00,BIO-2744,Stem Cell Research,38.4,26.01,71.63,0.551,76.12,7.73,105.58,3.05,68.43,14.1,Failure
16-02-2026 12:30,BIO-2745,Drug Discovery,38.65,24.91,64.67,1.121,63.56,7.3,108.41,2.7,69.06,22.86,Failure
16-02-2026 13:00,BIO-2746,Drug Discovery,33.08,20.8,60.02,0.496,91.55,7.4,101.93,3.47,70.23,16.68,Success
16-02-2026 13:30,BIO-2747,Radiation Biology,35.41,15.75,62.95,0.912,55.02,7.57,100.12,1.31,70.36,22.12,Failure
16-02-2026 14:00,BIO-2748,Drug Discovery,39.57,23.26,74.54,0.771,62.69,7.52,112.41,1.52,69.1,17.96,Failure
16-02-2026 14:30,BIO-2749,Tissue Engineering,37.27,20.24,80.97,0.845,80.31,7.59,104.89,3.44,59.27,26.23,Failure
16-02-2026 15:00,BIO-2750,Drug Discovery,36.66,18.2,49.53,0.67,77.4,7.34,100.27,4.3,85.1,10.65,Success
16-02-2026 15:30,BIO-2751,Radiation Biology,36.82,19.47,60.6,0.49,73.83,7.26,102.67,4.13,84.96,13.12,Success
16-02-2026 16:00,BIO-2752,Stem Cell Research,41.4,21.96,74.73,0.89,72.14,7.33,105.28,2.61,67.06,24.77,Failure
16-02-2026 16:30,BIO-2753,Drug Discovery,38.07,24.62,55.81,0.992,64.96,7.23,99.06,1.6,62.89,17.78,Failure
16-02-2026 17:00,BIO-2754,Stem Cell Research,39.2,25.23,44.62,0.957,69.55,7.15,99.11,3.07,66.12,20.09,Failure
16-02-2026 17:30,BIO-2755,Stem Cell Research,42.04,22.02,50.11,0.792,85.09,7,94.2,2.18,69.77,22.9,Failure
16-02-2026 18:00,BIO-2756,Stem Cell Research,33.54,26.96,63.21,0.816,79.46,7.68,113.08,2.74,70.7,24.18,Failure
16-02-2026 18:30,BIO-2757,Tissue Engineering,39.25,23.14,75.32,2.285,66.78,7.36,96.37,3.37,65.31,47.66,Failure
16-02-2026 19:00,BIO-2758,Protein Synthesis,44.04,21.1,74.85,0.648,83.42,7.2,105.32,3.86,82.68,24.08,Failure
16-02-2026 19:30,BIO-2759,Stem Cell Research,38.78,14.87,51.92,0.921,67.78,7.1,98.82,2.1,63.91,16.84,Failure
16-02-2026 20:00,BIO-2760,Tissue Engineering,38.37,27.1,57.9,0.677,70.75,7.95,118.27,1.99,61.76,20.38,Failure
16-02-2026 20:30,BIO-2761,Protein Synthesis,35.06,18.56,55.72,2.657,81.13,7.26,98.43,1.64,19.3,33.8,Failure
16-02-2026 21:00,BIO-2762,Protein Synthesis,38.45,17.87,34.82,0.972,92.21,7.39,104.46,4.13,81.97,12.04,Success
16-02-2026 21:30,BIO-2763,Protein Synthesis,36.72,21.43,62.82,0.991,82.33,6.95,98.08,2.86,59.02,15.14,Failure
16-02-2026 22:00,BIO-2764,Protein Synthesis,36.67,16.15,45.19,0.866,57.86,7.38,94.01,3.09,80.87,18.77,Success
16-02-2026 22:30,BIO-2765,Radiation Biology,38.21,20.98,58.59,0.328,62.13,6.95,102.93,2.53,66.85,10.14,Failure
16-02-2026 23:00,BIO-2766,Protein Synthesis,36.6,25.26,68.24,0.589,79.02,7.38,114.51,4.23,81.5,10.96,Success
16-02-2026 23:30,BIO-2767,Drug Discovery,36.5,27.19,66.36,1.111,84.73,7.2,103.41,2.47,70.35,17.38,Success
17-02-2026 00:00,BIO-2768,Protein Synthesis,38.99,18.22,55.48,3.167,74.38,7.27,96.04,2.47,32.66,34.29,Failure
17-02-2026 00:30,BIO-2769,Protein Synthesis,38.08,23.88,72.67,0.735,66.67,7.54,96.64,1.18,70.51,18.09,Failure
17-02-2026 01:00,BIO-2770,Protein Synthesis,34.49,21.82,61.99,2.332,66.86,7.66,106.23,1.93,58.06,32.07,Failure
17-02-2026 01:30,BIO-2771,Protein Synthesis,39.08,20.16,54.71,0.791,103.9,6.72,94.35,5.44,83.81,13.85,Success
17-02-2026 02:00,BIO-2772,Protein Synthesis,37.53,14.84,63.78,0.552,67.32,7.81,110.09,2.9,71.47,21.86,Success
17-02-2026 02:30,BIO-2773,Stem Cell Research,38.26,23.06,54.2,2.4,69.09,7.01,106.65,3.77,31.36,41.09,Failure
17-02-2026 03:00,BIO-2774,Stem Cell Research,36.93,19.57,51.01,0.531,71.18,7.24,101.23,3.12,80.71,17.93,Success
17-02-2026 03:30,BIO-2775,Tissue Engineering,30.26,20.31,65.69,0.047,65.02,7.42,104.82,1.91,67.89,21.41,Failure
17-02-2026 04:00,BIO-2776,Radiation Biology,36.78,18.74,67.71,1.237,39.65,7.44,96.47,2.5,54.8,11.99,Failure
17-02-2026 04:30,BIO-2777,Drug Discovery,38,19.99,42.94,0.454,73,7.1,103.63,1.92,67.77,8.89,Failure
17-02-2026 05:00,BIO-2778,Stem Cell Research,38.9,24.47,65.53,3.255,64.84,7.35,94.51,2.38,41.23,41.89,Failure
17-02-2026 05:30,BIO-2779,Radiation Biology,40.49,21.52,54.21,0.738,63.59,7.22,112.53,1.27,66.97,16.5,Failure
17-02-2026 06:00,BIO-2780,Stem Cell Research,36.36,15.4,60.62,0.564,78.42,6.77,107.16,4.38,80.65,19.36,Success
17-02-2026 06:30,BIO-2781,Tissue Engineering,30.48,15.58,58.6,0.525,,7.33,99.9,1.24,67.9,27.03,Failure
17-02-2026 07:00,BIO-2782,Radiation Biology,32.42,25.56,64.72,0.529,78.98,7.75,95.22,1.73,72.23,16.63,Success
17-02-2026 07:30,BIO-2783,Stem Cell Research,36.77,22.29,47.7,0.415,90.21,7.06,96,4.59,84.08,5.59,Success
17-02-2026 08:00,BIO-2784,Radiation Biology,36.95,16.2,42.6,0.657,73.48,7.4,90.14,1.94,73.08,0,Success
17-02-2026 08:30,BIO-2785,Protein Synthesis,39.17,17.33,55.31,0.562,68.62,7.58,99.22,2.11,79.29,14.31,Success
17-02-2026 09:00,BIO-2786,Tissue Engineering,37.62,23.48,64.21,0.335,101.13,7.06,98.08,4.04,78.32,6.11,Success
17-02-2026 09:30,BIO-2787,Tissue Engineering,37.47,18.42,43.18,2.287,74.14,7.32,100.17,2.22,54.45,33.89,Failure
17-02-2026 10:00,BIO-2788,Tissue Engineering,35.98,27.38,64.95,0.631,68.58,7.52,108.18,2.43,63.75,17.86,Failure
17-02-2026 10:30,BIO-2789,Protein Synthesis,40.4,23.25,63.2,0.612,85.34,7.31,103.15,3.42,72.84,26.03,Failure
17-02-2026 11:00,BIO-2790,Drug Discovery,39.57,17.43,57.23,0.739,92.18,7.13,103.08,2.4,60.98,17.45,Failure
17-02-2026 11:30,BIO-2791,Drug Discovery,38.33,20.73,53.85,0.439,100.13,7.34,102.61,5.16,75.02,20.41,Success
17-02-2026 12:00,BIO-2792,Tissue Engineering,33.85,25.26,39.9,0.159,54.34,7.29,104,2.14,79.54,16.85,Success
